4.71851,3.83069
5.10313,12.9793
5.48774,22.8723
5.87236,14.6664
6.25697,-15.3225
6.64159,-12.0606
7.0262,-4.21767
7.41082,-11.5405
7.79544,-4.54804
8.18005,19.1827
8.56467,0.391305
8.94928,-17.8715
9.3339,-4.92409
9.71851,10.3781
10.1031,3.05748
10.4877,13.4292
10.8724,-3.89182
11.257,-11.1173
11.6416,4.50764
12.0262,3.99433
12.4108,-10.3523
12.7954,7.24957
13.1801,13.5794
13.5647,-17.7382
13.9493,-23.5995
14.3339,-3.63164
14.7185,15.565
15.1031,23.4861
15.4877,4.05857
15.8724,-25.2819
16.257,-15.4048
16.6416,12.306
17.0262,16.2297
17.4108,8.72159
17.7954,-2.37228
18.1801,-17.232
18.5647,-11.9936
18.9493,-3.45892
19.3339,-3.89832
19.7185,15.3447
20.1031,1.61184
20.4877,-31.7556
20.8724,24.3266
21.257,26.538
21.6416,-4.65243
22.0262,-1.29684
22.4108,9.15395
22.7954,-7.46202
23.1801,-19.3223
23.5647,-20.9713
23.9493,-9.76579
24.3339,15.624
24.7185,17.4979
25.1031,-0.993372
25.4877,5.82268
25.8724,0.656449
26.257,-11.8397
26.6416,8.69141
27.0262,12.376
27.4108,-20.016
27.7954,-10.2861
28.1801,8.07734
28.5647,-5.87624
28.9493,-8.88938
29.3339,12.9087
29.7185,19.2781
30.1031,-1.64885
30.4877,-1.44867
30.8724,-9.43898
31.257,-10.0562
31.6416,10.3001
32.0262,-4.97965
32.4108,-6.48524
32.7954,-3.27649
33.1801,6.08535
33.5647,2.25028
33.9493,-5.85029
34.3339,-17.3056
34.7185,27.1212
35.1031,16.9317
35.4877,-28.1537
35.8724,-10.7186
36.257,4.27363
36.6416,1.55396
37.0262,-6.36
37.4108,5.36928
37.7954,-2.00471
38.1801,-3.50455
38.5647,19.5552
38.9493,-1.08631
39.3339,-16.6133
39.7185,2.41827
40.1031,6.68762
40.4877,-6.38039
40.8724,-9.74572
41.257,6.79042
41.6416,8.60133
42.0262,8.42673
42.4108,3.91254
42.7954,-20.8193
43.1801,6.27647
43.5647,7.50741
43.9493,-15.4623
44.3339,-0.058599
44.7185,0.274764
45.1031,-11.1967
45.4877,7.95814
45.8724,7.71938
46.257,-6.64701
46.6416,-6.14111
47.0262,20.9639
47.4108,-4.44312
47.7954,-0.754034
48.1801,18.9711
48.5647,3.2351
48.9493,-11.7297
49.3339,-20.2304
49.7185,-18.396
50.1031,-7.83749
50.4877,16.4846
50.8724,19.2471
51.257,-4.49063
51.6416,-5.44843
52.0262,4.19748
52.4108,8.3549
52.7954,-14.8514
53.1801,-3.78083
53.5647,15.5372
53.9493,8.12147
54.3339,-7.52062
54.7185,-16.5494
55.1031,3.26269
55.4877,28.0896
55.8724,12.5174
56.257,-27.4641
56.6416,-15.8643
57.0262,25.8927
57.4108,8.24162
57.7954,-1.22695
58.1801,5.666
58.5647,5.32264
58.9493,-2.50883
59.3339,-11.549
59.7185,-17.701
60.1031,2.36596
60.4877,12.9283
60.8724,-16.8185
61.257,3.3294
61.6416,11.6124
62.0262,0.972544
62.4108,-8.27795
62.7954,-2.68052
63.1801,-2.00658
63.5647,2.90399
63.9493,-7.51552
64.3339,-1.28915
64.7185,8.49892
65.1031,2.1645
65.4877,8.26168
65.8724,-10.0422
66.257,-21.2692
66.6416,-9.31201
67.0262,6.22295
67.4108,5.20474
67.7954,13.4369
68.1801,17.1785
68.5647,-6.60292
68.9493,2.20231
69.3339,10.5037
69.7185,-7.21946
70.1031,-3.45582
70.4877,14.0436
70.8724,-21.3128
71.257,-16.0218
71.6416,7.48214
72.0262,12.8816
72.4108,9.67518
72.7954,-4.40319
73.1801,-16.4802
73.5647,12.4026
73.9493,23.3894
74.3339,-23.6166
74.7185,-9.40201
75.1031,24.0808
75.4877,10.5516
75.8724,-12.9764
76.257,-1.80398
76.6416,12.1108
77.0262,-8.82398
77.4108,-26.0487
77.7954,-13.0403
78.1801,14.3902
78.5647,23.4146
78.9493,11.236
79.3339,-7.20376
79.7185,-20.0872
80.1031,10.1589
80.4877,-1.53395
80.8724,-5.83522
81.257,-6.42645
81.6416,-13.0059
82.0262,28.6861
82.4108,23.5646
82.7954,-10.9062
83.1801,-12.4938
83.5647,5.03217
83.9493,0.691304
84.3339,-9.13795
84.7185,21.4853
85.1031,7.11355
85.4877,-5.3256
85.8724,-17.7659
86.257,-12.7829
86.6416,1.53376
87.0262,1.13102
87.4108,2.42363
87.7954,-1.86849
88.1801,-2.36471
88.5647,-9.49484
88.9493,-3.988
89.3339,21.5512
89.7185,4.73883
90.1031,-14.645
90.4877,-18.5071
90.8724,3.3474
91.257,19.6194
91.6416,5.8032
92.0262,-10.1404
92.4108,0.0749533
92.7954,9.93086
93.1801,-9.15807
93.5647,-24.791
93.9493,-4.86423
94.3339,31.3336
94.7185,6.98289
95.1031,-22.8156
95.4877,-9.0439
95.8724,16.4427
96.257,6.67432
96.6416,-2.36599
97.0262,-6.48114
97.4108,-17.7102
97.7954,-2.26647
98.1801,12.9177
98.5647,1.59385
98.9493,-9.4169
99.3339,8.44012
99.7185,12.662
100.103,10.5884
100.488,-9.53705
100.872,-19.079
101.257,0
101.642,0
102.026,0
102.411,0
102.795,0
103.18,0
103.565,0
103.949,0
104.334,0
